query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
310,0.8966,0.0016,665.2914,665.2930,DQOWHTFHFLRPDX,"5,7-diacetoxy-3-benzoyloxy-14,15-dihydroxy-8-isobutyryloxy-9-oxojatropha-6(17),11E-diene (9)",C=C(C1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C(C(C)(C)/C=C/[C@@H](C)[C@@H](O)[C@]2(O)[C@]1([H])[C@@H](OC(C3=CC=CC=C3)=O)[C@@H](C)C2)=O,1185.0960,650,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
311,0.8426,24.0149,799.2951,823.3100,MYTOZWCQVXHVIO,"2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1196.1900,654,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
312,0.8226,68.0224,655.2766,723.2990,IIUWCHJZJFSKMD,euphodendroidin F,C[C@@]1(O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1193.4230,656,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
313,0.4649,79.0420,826.3380,905.3800,CWHOTIZZRMFBCH,"(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-13-(acetyloxy)-15,17-dihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23,27,29-tetraoxo-26-(pyrrolidin-1-yl)-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,21,25-heptae...",O=C(OC=1C=2C(=O)C=3NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C(C)C(OC)C=COC4(OC(=C(C4=O)C2C(=O)C3N5CCCC5)C1C)C)C)C6=CC=C(C=C6)C,1202.8460,659,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
314,0.5144,316.2531,889.3531,573.1000,WLYKQFJPOHPJQU,"(2R,3R,4S,5R,6S)-2-(acetoxymethyl)-6-((3-methoxy-1,4-dioxo-1,4-dihydronaphthalen-2-yl)thio)tetrahydro-2H-pyran-3,4,5-triyl triacetate",O=C(OCC1OC(SC=2C(=O)C=3C=CC=CC3C(=O)C2OC)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)C,1202.0920,661,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Naphthoquinones,Naphthalenes,Polyketides
315,0.7484,119.9879,802.3979,682.4100,PLSGFSOLCKJLJQ,Nodulisporic Acid B1,CC(=C)[C@H]1CC2=C3N1C4=C(C3=CC5=C2[C@H]([C@H]6C5=CC(OC6(C)C)(C)C)O)C[C@H]7[C@]4([C@]8(CC[C@]9([C@]([C@@H]8CC7)(C[C@H](O9)/C=C(\C)/C(=O)O)C)O)C)C,1200.2220,662,,,,,,Indole-Diterpenoid alkaloids (Penitrems),Tryptophan alkaloids,Alkaloids; Terpenoids
316,0.6649,198.2679,906.3879,708.1200,DFGNIUHTCAOHQS,"4-chloro-3-(5-(7-chloro-6'-hydroxy-4,6-dimethoxy-1',3',8'-trimethyl-2',3,4'-trioxo-2',3',4',5',8',9'-hexahydro-1'H,3H-spiro[benzofuran-2,7'-pyrimido[4,5-b]quinolin]-5'-yl)furan-2-yl)benzoic acid",O=C(O)C=1C=CC(Cl)=C(C1)C=2OC(=CC2)C3C=4C(=O)N(C(=O)N(C4N=C5C3=C(O)C6(OC=7C(Cl)=C(OC)C=C(OC)C7C6=O)C(C)C5)C)C,1202.4180,664,Organic compounds,Organoheterocyclic compounds,Pyridopyrimidines,,Pyridopyrimidines,,Polycyclic aromatic polyketides,Polyketides
317,0.8226,27.0041,820.3501,793.3460,IUQRTVVZUXBHMO,euphodendroidin M,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C(C)C)=O)=C)=O)[C@]2([H])[C@H]1OC(C3=CC=CC=C3)=O,1206.0370,666,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
318,0.6649,193.1129,792.3571,985.4700,KXSGCAPYMUMVSH,Molassamide,CCCC(NC(C(NC(C(NC1C(C)OC(C(C(C)C)NC(C(CC2=CC=C(O)C=C2)N(C)C(C(CC3=CC=CC=C3)N4C(O)CCC(NC(/C(NC1=O)=C\C)=O)C4=O)=O)=O)=O)=O)C(O)C)=O)C)=O,1207.9670,667,,,,,,Ahp-containing cyclodepsipeptides; Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
319,0.8226,46.9716,840.3176,793.3460,IUQRTVVZUXBHMO,euphodendroidin M,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C(C)C)=O)=C)=O)[C@]2([H])[C@H]1OC(C3=CC=CC=C3)=O,1204.7080,668,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
320,0.9423,0.0008,757.2848,757.2840,FAUWZNGPMHRLMW,euphodendroidin N,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,1205.5870,669,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
321,0.6649,212.2072,814.3372,602.1300,ZJOAPWZDBPOHGY,"7-chloro-6'-hydroxy-5'-(4-hydroxyphenyl)-4,6-dimethoxy-1',3',8'-trimethyl-8',9'-dihydro-1'H,3H-spiro[benzofuran-2,7'-pyrimido[4,5-b]quinoline]-2',3,4'(3'H,5'H)-trione",O=C1C2=C(N=C3C(=C(O)C4(OC=5C(Cl)=C(OC)C=C(OC)C5C4=O)C(C)C3)C2C6=CC=C(O)C=C6)N(C(=O)N1C)C,1203.6350,670,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,Alkaloids
322,0.9191,0.0002,597.2692,597.2690,MVZQKKYLZHTDHU,"1H-Cyclopentacyclododecene-4,10(2H,5H)-dione, 3a,9,13-tris(acetyloxy)-1-(benzoyloxy)-3,3a,8,9,13,13a-hexahydro-2,5,8,8,12-pentamethyl-, (6E,11E)-",CC1CC2(OC(C)=O)C(C1OC(=O)C3=CC=CC=C3)C(OC(C)=O)C(=C/C(=O)C(OC(C)=O)C(C)(C)/C=C/C(C)C2=O)/C,1207.5390,672,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
323,0.9557,0.0003,741.2897,741.2900,RHYJRVWWDRGDRZ,"N-((S)-10-(((S)-1-(4-(benzo[d][1,3]dioxol-5-ylmethyl)piperazin-1-yl)-4-(methylthio)-1-oxobutan-2-yl)amino)-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-7-yl)acetamide",O=C1C=C2C(=CC=C1NC(C(=O)N3CCN(CC4=CC=C5OCOC5=C4)CC3)CCSC)C6=C(OC)C(OC)=C(OC)C=C6CCC2NC(=O)C,1208.8360,673,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,Phenethylisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
324,0.8217,31.0210,464.1990,495.2200,UGBOUVVZXRMJNM,Pseudobactin_double-charged,CC(C(C(=O)NC(C)C(=O)NC1CCCN(C1=O)O)NC(=O)C(C)NC(=O)C(C(C(=O)O)O)NC(=O)C(CCCCNC(=O)C2CCNC3=C(C=C4C=C(C(=O)C=C4N23)O)NC(=O)CCC(=O)N)N)O,1224.7890,676,,,,,,Cyclic peptides; Linear peptides,Oligopeptides,Amino acids and Peptides
325,0.8226,13.9585,809.3565,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1227.7240,677,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
326,0.7484,99.9996,689.3166,589.3170,FHTSKUYELRWGGJ,"""12b-O-[deca-2Z,4E,7Z-trienoyl]-13_-isobutyroyloxy-4b-deoxyphorbol """,[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\C/C=C\CC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,1223.3390,679,,,,,,Tigliane diterpenoids,Diterpenoids,Terpenoids
327,0.6649,0.9991,882.3299,883.3290,CRXDBBAZDKEROX,euphodendroidin R,C[C@@]1(OC(C2=CN=CC=C2)=O)C[C@](OC(C)=O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C3=CN=CC=C3)=O)[C@H](OC(C)=O)[C@@H](OC(C4=CC=CC=C4)=O)C([C@@H]5OC(C)=O)=C)=O)[C@]5([H])[C@H]1OC(C)=O,1221.5860,680,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
328,0.8226,11.9271,831.3429,843.2700,NZSWNNDHPOTJNH,Albicidin (LTQ-Orbitrap),C/C(C(NC1=CC=C(C(NC(CC#N)C(NC2=CC=C(C(NC3=CC=C(C(NC4=CC=C(C(O)=O)C(O)=C4OC)=O)C(O)=C3OC)=O)C=C2)=O)=O)C=C1)=O)=C\C5=CC=C(O)C=C5,1226.7520,682,,,,,,,,
329,0.8226,7.9452,749.3378,757.2830,FAUWZNGPMHRLMW,euphodendroidin N,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,1225.5420,685,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
330,0.9427,0.0005,707.3035,707.3040,KYOXKUIYXAIFBB,euphodendroidin E,C[C@H]1C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1236.6080,689,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
331,0.8226,53.9731,667.3109,721.2840,FYMIXXOEKMFOIA,"""3,5,7,10,15-O-pentacetyl-14-O-benzoyl-10,18-dihydromyrsinol """,C[C@H]1C[C@@]2(OC(C)=O)[C@]([C@@H](OC(C)=O)[C@@]([C@H](OC(C)=O)C=C[C@@H]3C(C)(OC(C)=O)C)(CO4)[C@]3([H])[C@]4(C)[C@H]2OC(C5=CC=CC=C5)=O)([H])[C@H]1OC(C)=O,1235.6740,690,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Myrsinane diterpenoids,Diterpenoids,Terpenoids
332,0.6611,355.1239,768.3319,413.2080,OGWKCGZFUXNPDA,VINCRISTINE SULFATE,CC[C@]1(O)C[C@@H]2CN(C1)CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@@H]7[C@@]86CCN9CC=C[C@](CC)([C@H]98)[C@@H](OC(=O)C)[C@]7(O)C(=O)OC,1240.3350,691,,,,,,Aspidosperma type; Aspidosperma-Iboga hybrid type (Vinca alkaloids),Tryptophan alkaloids,Alkaloids
333,0.3529,55.8965,327.2298,383.1263,ONMAQPPVCANFPB,Linichlorin A,C=C(C)C(=O)O[C@H]1CC(=C)C2C[C@@H](O)[C@@](O)(CCl)C2[C@H]2OC(=O)C(=C)C12,1237.3750,693,,,,,,Guaiane sesquiterpenoids,Sesquiterpenoids,Terpenoids
334,0.8216,20.9659,834.3681,855.3340,MFEPAAMYDYMBSN,Napsamycin C,CC(C(C(=O)NC=C1CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)C(CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)C4CC5=C(CN4)C=CC(=C5)O,1247.4090,695,,,,,,Linear peptides,Oligopeptides,Amino acids and Peptides
335,0.6611,148.2281,856.3481,708.1200,DFGNIUHTCAOHQS,"4-chloro-3-(5-(7-chloro-6'-hydroxy-4,6-dimethoxy-1',3',8'-trimethyl-2',3,4'-trioxo-2',3',4',5',8',9'-hexahydro-1'H,3H-spiro[benzofuran-2,7'-pyrimido[4,5-b]quinolin]-5'-yl)furan-2-yl)benzoic acid",O=C(O)C=1C=CC(Cl)=C(C1)C=2OC(=CC2)C3C=4C(=O)N(C(=O)N(C4N=C5C3=C(O)C6(OC=7C(Cl)=C(OC)C=C(OC)C7C6=O)C(C)C5)C)C,1244.5880,696,Organic compounds,Organoheterocyclic compounds,Pyridopyrimidines,,Pyridopyrimidines,,Polycyclic aromatic polyketides,Polyketides
336,0.8226,14.0123,751.3273,737.3150,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,1246.9980,698,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
337,0.8230,48.0584,711.3364,663.2780,YCCNSZADCQXKKU,oxetanabeodendroidin X,O=C1C([C@H]2OC(C(C)C)=O)[C@@H](OC(C)=O)[C@](C)(O3)C[C@@]13[C@H](/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C4=CC=CC=C4)=O)C2=C)C,1249.5210,699,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Jatrophane diterpenoids,Diterpenoids,Terpenoids
338,0.7478,111.0151,758.3731,647.3580,IMSLQOWUUQQNOC,Criophylline,[H]C1(C2=CC([C@H]([C@@H]3C4O3)N(CC[C@]56C7=CC=CC=C7NC5=C(C(OC)=O)C8)[C@H]6C84CC)=CC=C2N9)CCN%10CC%11[C@@H](O%11)[C@]%12(CC)[C@H]%10[C@@]19CC%12,1254.6940,700,,,,,,,,
339,0.8226,85.0563,822.3673,737.3110,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,1271.8970,702,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
340,0.6611,166.0402,800.3822,634.3420,DJYDCIUMNXZSBH,"Pyrrolo[1,2-d][1,4,7,10,13,16]oxapentaazacyclononadecine-1,4,7,10,14,17(11H,16H)-hexone, 16-(2,3-dihydroxypropyl)dodecahydro-5,8,9-trimethyl-6-(1-methylethyl)-3-(1-methylpropyl)-",CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(O)CO)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O,1272.3110,703,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
341,0.5251,613.0878,896.3488,283.2610,JNSUZRHLHDQGPN,methyl (Z)-heptadec-10-enoate,CCCCCCC=CCCCCCCCCC(=O)OC,1275.8410,704,,,,,,Wax monoesters,Fatty esters,Fatty acids
342,0.6649,66.0674,779.3226,845.3900,LPLVUJXQOOQHMX,Glycyrrhizic acid,O=C(O)C1OC(OC2C(OC(C(=O)O)C(O)C2O)OC3CCC4(C)C5C(=O)C=C6C7CC(C(=O)O)(C)CCC7(C)CCC6(C)C5(C)CCC4C3(C)C)C(O)C(O)C1O,1279.0700,706,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
343,0.5321,223.0782,836.3832,613.3050,YMFYPHGOLKNWQN,Syringomycin E,CCCCCCCCC(CC(=O)N[C@H]1COC(=O)[C@@H](NC(=O)[C@H](NC(=O)/C(=C/CC)/NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)CCN)CCN)CCCN=C(N)N)CC2=CC=CC=C2)C(C(=O)O)O)[C@@H](CCl)O)O,1281.3400,707,,,,,,Cyclic peptides; Depsipeptides; Lipopeptides,Oligopeptides,Amino acids and Peptides; Polyketides
344,0.9717,0.0000,737.3110,737.3110,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,1287.1980,710,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
345,0.8217,41.9717,595.2903,637.2620,IXGXYZXRENQKBA,"5,6,7-triacetoxy-3-benzoyloxy-14,15-dihydroxy-9-oxojatropha-6(17),11E-diene (8)",C=C([C@@H]1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)C(C(C)(C)/C=C/[C@@H](C)[C@H](O)[C@]2(O)[C@]1([H])[C@@H](OC(C3=CC=CC=C3)=O)[C@@H](C)C2)=O,1287.4080,711,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
346,0.6306,71.9588,729.3488,657.3900,WJMMBVSOQPALFO,"O-glucopyranosylepiederagenin, 28-",O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C)(C)CC3C4=CCC5C6(C)CCC(O)C(C)(CO)C6CCC5(C)C4(C)CC2,1287.7840,713,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
347,0.8927,0.0027,563.2963,563.2990,SVAPNKGLWRWWCI,"""12b-O-[octa-2Z,4E-dienoyl]-13_-isobutyroyloxy-4b-deoxyphorbol """,[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\CCC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,1288.8720,714,,,,,,Tigliane diterpenoids,Diterpenoids,Terpenoids
348,0.7184,51.1233,878.3933,827.2700,WJPGPAAXALJZKU,F-Dehydroxy-Albicidin,OC1=CC=C(/C=C(C)/C(NC2=CC=C(C(NC(CC#N)C(NC3=CC=C(C(NC4=CC=C(C(NC5=CC=C(C(O)=O)C=C5OC)=O)C(O)=C4OC)=O)C=C3)=O)=O)C=C2)=O)C=C1,1290.3120,718,,,,,,,,
349,0.6649,191.0630,814.3382,623.2752,CLDCTFPNFRITPI,Thalsimidine,COC1=C2OC3=CC=C(CC4=NCCC5=CC(OC)=C(OC6=C(OC)C(OC)=C(O)C7=C6[C@@H](CC(C=C1)=C2)N(C)CC7)C=C45)C=C3,1308.3900,719,Organic compounds,"Lignans, neolignans and related compounds",,,"Lignans, neolignans and related compounds",Isoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
350,0.8226,1.9763,721.3187,723.2950,IIUWCHJZJFSKMD,euphodendroidin F,C[C@@]1(O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1302.4840,721,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
351,0.5745,147.9576,415.2106,563.1682,AHTRGGWSBFOEEG,"methyl (4S,5Z,6S)-5-(2-hydroxyethylidene)-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",COC(=O)C1=CO[C@H](/C(=C\CO)/[C@@H]1CC(=O)OCCC2=CC=C(C=C2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,1304.9060,725,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
352,0.7174,11.9599,449.1931,461.1530,KTUXFHGUHYRDNF,Oxytetracycline hydrochloride2058-46-0,CN(C)[C@H]1C2[C@@H](O)C3C(=C(O)[C@]2(O)C(=C(C(=O)N)C1=O)O)C(=O)c4c(O)cccc4[C@@]3(C)O,1316.6640,726,,,,,,Tetracyclines,Polycyclic aromatic polyketides,Polyketides
353,0.7205,199.0832,792.3572,593.2740,NSFSLUUZQIAOOX,4.Phaeophorbide a,OC(CC[C@H]1[C@@H](C2=N/C1=C([C@@H](C(OC)=O)C3=O)\C4=C3C(C)=C(N4)/C=C5N=C(C(C)=C\5CC)/C=C(N/6)/C(C=C)=C(C6=C\2)C)C)=O,1311.8760,727,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
354,0.6611,8.9609,834.3699,825.4090,OGWKCGZFUXNPDA,Vincristine,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,1313.4530,728,,,,,,Aspidosperma type; Aspidosperma-Iboga hybrid type (Vinca alkaloids),Tryptophan alkaloids,Alkaloids
355,0.6649,191.0630,814.3382,623.2752,CLDCTFPNFRITPI,Thalsimidine,COC1=C2OC3=CC=C(CC4=NCCC5=CC(OC)=C(OC6=C(OC)C(OC)=C(O)C7=C6[C@@H](CC(C=C1)=C2)N(C)CC7)C=C45)C=C3,1309.4760,729,Organic compounds,"Lignans, neolignans and related compounds",,,"Lignans, neolignans and related compounds",Isoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
356,0.6611,78.1053,815.3447,893.4500,AONBXCCYURJCAY,14-hydroxysprengerinin C,OCC1OC(OC2CC3=CCC4C(CCC5(C)C6C(OC7(OCC(C)CC7)C6C)CC45O)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OCC(O)C(O)C9O,1307.2370,731,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Cholestane steroids; Spirostane steroids,Steroids,Terpenoids
357,0.6649,119.0327,856.3477,737.3150,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,1310.6300,732,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
358,0.6649,100.0110,837.3260,737.3150,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,1313.5660,733,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
359,0.5500,42.9257,360.2863,403.2120,LRJOMUJRLNCICJ,PrednisoloneAcetate,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,1316.2690,736,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives",Pregnane steroids,Steroids,Terpenoids
360,0.4369,111.0587,338.3043,449.3630,TYCJEECYJYGYLL,3-hydroxy hexanoic acid-C22:3,O=C(OC(CC(O)=O)CCC)CCCCCCCCCCCC=CCC=CCC=CCC,1315.9120,737,,,,,,Fatty acid estolides,Fatty esters,Fatty acids
361,0.5251,259.1058,721.4722,980.5780,XFXSOCGFEYVPRC,C27-O-olivose K41-A,O=C(O)[C@@H](O)[C@]1(O)[C@@H](C)[C@H](OC)[C@@](C)(OC)[C@@](C[C@@](C[C@@H](OC)[C@H]2C)([H])O[C@]32[C@@H](C)[C@H](OC)[C@](C)([C@]4([H])CC[C@@]([C@]5([H])O[C@]([C@]6([H])[C@@H](C)[C@H](O[C@@]7([H])C[C@@H](O)[C@H](OC)[C@@H](C)O7)[C@@H](C)[C@@](C)(O)O6)([H])CC5)([H])O4)O3)([H])O1,1322.8170,738,,,,,,Polyether ionophores,Polyethers,Polyketides
362,0.7592,61.1172,659.3392,598.2220,BNZPDENCVXRJMM,,Clc1cccc(c1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)NCCCN7CCOCC7,1325.0900,740,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
