query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
683,0.6649,92.9402,810.3049,717.3647,RZBFPDQKWUWUCK,Subsessiline,COC(=O)C1=C2NC3=CC=CC=C3C22CCN3C2C2(CCOC2C24CC5CC67CCOC6CCN6CCC8(C76)C6=C(N(C2)C58OC34)C(OC)=CC=C6)C1,551.1730,1152,Organic compounds,Alkaloids and derivatives,Aspidospermatan-type alkaloids,,Aspidospermatan-type alkaloids,Aporphine alkaloids; Aspidosperma type,Tryptophan alkaloids; Tyrosine alkaloids,Alkaloids
684,0.7513,0.0004,393.1164,393.1160,OYTCTPHTVUEGCL,"2,6-Dimethoxy-4-[(1E)-3-oxo-1-propen-1-yl]phenyl beta-D-glucopyranoside",COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=CC(=C1)\C=C\C=O)OC,274.8730,504,,,,,,,,Shikimates and Phenylpropanoids
685,0.6611,13.0185,424.1615,411.1430,NSFCLBVWJYYZMR,,COC1=CC2=C(C=C1OC)[C@@]3(O)[C@@H](CO2)OC4=C5C[C@@H](OC5=CC=C4C3=O)C(C)(C)O,256.8340,431,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids,Rotenones,Rotenoids,Isoflavonoids,Shikimates and Phenylpropanoids
686,0.5869,0.0000,223.0866,223.0866,YKQONSWBHGBDSB,3367-88-2,O=C1Nc2ccccc2/C1=C/c1ccccn1,362.7570,869,,,,,,,Tryptophan alkaloids,Alkaloids
687,0.7513,0.0003,300.2167,300.2170,GWMUJZWQWRDGEU,Ser-C13:1,O=C(NC(C(O)=O)CO)CCCCCCCCCCC=C,222.3080,264,,,,,,N-acyl amines,Fatty amides,Fatty acids
688,0.4645,44.9738,250.0710,205.0972,QIVBCDIJIAJPQS,TRYPTOPHAN,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,229.3860,289,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indolyl carboxylic acids and derivatives,Aminoacids,Small peptides,Amino acids and Peptides; Shikimates and Phenylpropanoids
689,0.5869,0.0002,106.0649,106.0651,KFDVPJUYSDEJTH,4-Vinylpyridine,C=CC1C=CN=CC=1,66.0690,85,,,,,,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
690,0.6611,32.9893,270.2427,303.2320,NLUNAYAEIJYXRB,"8S-Hydroxy-5Z,9E,11Z,14Z-eicosatetraenoic acid",CCCCC/C=C\C/C=C\C=C\[C@H](C/C=C\CCCC(=O)O)O,330.9120,753,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Hydroxyeicosatetraenoic acids,Hydroxy-hydroperoxyeicosatetraenoic acids,Eicosanoids,Fatty acids
691,0.4677,2.0026,414.0463,412.0437,MLKCGVHIFJBRCD,Carfentrazone-ethyl,CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,32.6260,54,Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,"Phenyl-1,2,4-triazoles",,,Alkaloids
692,0.5391,17.0264,163.0864,146.0600,VDBNYAPERZTOOF,Isoquinolone,c1ccc2c(c1)ccnc2O,223.1730,265,,,,,,,Tryptophan alkaloids,Alkaloids
693,0.5939,0.0031,327.1681,327.1650,FUZMQNZACIFDBL,Hernandezine CollisionEnergy:102040,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)c(OC)c3c1C(C2)N(C)CC3,328.9520,742,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Isoquinoline alkaloids; Tetrahydroisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
694,0.4626,99.0573,267.1338,366.1911,HPDHKHMHQGCNPE,Senkirkine,C/C=C\1/C[C@H]([C@@](C(=O)OC/C/2=C/CN(CC[C@H](C2=O)OC1=O)C)(C)O)C,232.6140,313,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,,Macrolides and analogues,Pyrrolizidine alkaloids,Ornithine alkaloids,Alkaloids
695,0.8833,11.0043,321.2177,332.2220,RTBWWWVNZWFNBV,Phe-C11:1,O=C(NC(C(O)=O)CC1=CC=CC=C1)CCCCCCCCC=C,320.5700,711,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,N-acyl amines,Fatty amides,Fatty acids
696,0.9150,0.0002,146.0598,146.0600,OLNJUISKUQQNIM,3-Formylindole,c1ccc2c(c1)c(c[nH]2)C=O,285.3710,545,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,Indoles,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
697,0.4677,217.1518,688.4980,471.3462,MPDGHEJMBKOTSU,18Alpha-Glycyrrhetinic Acid,C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,762.5780,1324,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
698,0.4677,121.9845,338.1844,460.1689,QYTBBBAHNIWFOD,Pavinetant,CC[C@H](NC(=O)c1c(NS(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,317.3580,687,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,Alkaloids
699,0.6611,0.0807,355.2823,355.2016,LTOOPESWVADEAE,19S-Methoxytubotaiwine,CO[C@H](C)C1[C@H]2N3CC[C@@]22C(NC4=CC=CC=C24)=C([C@H]1CC3)C(=O)OC,694.9030,1265,Organic compounds,Alkaloids and derivatives,Strychnos alkaloids,,Strychnos alkaloids,Aspidosperma type; Strychnos type,Tryptophan alkaloids,Alkaloids
700,0.5919,0.0038,347.1111,347.1073,HEYMGFDFZKXSBQ,"5-amino-1-[6-(3,5-dimethylphenyl)thieno[3,2-d]pyrimidin-4-yl]-1H-pyrazole-4-carbonitrile",Cc1cc(C)cc(-c2cc3c(s2)c(-n2ncc(C#N)c2N)ncn3)c1,273.8660,503,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines,,Thienopyrimidines,,,
701,0.6611,6.0216,559.1316,553.1100,RBTRUVNXLDXHBJ,Podocarpusflavone A,O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(C3)C4=C(O)C=C(O)C=5C(=O)C=C(OC54)C=6C=CC(OC)=CC6,707.7850,1278,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Biflavonoids and polyflavonoids,Biflavonoids and polyflavonoids,Flavones,Flavonoids,Shikimates and Phenylpropanoids
702,0.8846,0.0011,612.3141,612.3130,DYNPEHYVIZVLIF,GE-20372-A/B,N=C(N)NCCCC(C(NC(C(C)C)C(N[C@@H](CC1=CC=CC=C1)C=O)=O)=O)NC(NC(CC(C=C2)=CC=C2O)C(O)=O)=O,340.8110,782,,,,,,Tripeptides,Small peptides,Amino acids and Peptides
703,0.4663,218.0827,617.2123,835.2950,OXWWDAFCLOTROR,"""8-(4-hydroxyphenyl)-7-(4-methoxyphenyl)-1,3-dimethyl-1,3,5-trihydro-4-imidazol ino[1,2-h]purine-2,4-dione CollisionEnergy:205060""",COc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(O)cc2)cc1,329.5140,747,,,,,,Imidazole alkaloids,Histidine alkaloids,Alkaloids
704,0.6611,17.9944,629.3132,611.3188,VYCMAAOURFJIHD,BQ-123,CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O,503.2560,1109,,,,,,Cyclic peptides,Oligopeptides,Amino acids and Peptides
705,0.5148,67.0305,238.2165,305.2470,QZCMHXPXGACWLJ,15-OxoEDE,CCCCCC(=O)/C=C/C=C\CCCCCCCCCC(=O)O,304.3710,636,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Oxo fatty acids; Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
706,0.6649,350.1640,315.2070,665.3710,NWYINGBEUFKIIL,goniomedine A N-oxide,CC[C@]1(C2)CC[C@]3([C@@]4(O)CC[N@@+]23CCC1)NC5=C4C=C(C[C@]6(C7=C(N8[C@]([H])(C(OC)=O)[C@@](/C(C9)=C\C)([H])C[C@]%10([H])[N+]9([O-])CC6)C=CC=C7)[C@@]8%10O%11)C%11=C5,423.2560,992,,,,,,,,
707,0.3666,61.0052,219.1491,280.1543,LNOOSYCKMKZOJB,Metolachlor OA,CCC1=C(N(C(C)COC)C(=O)C(O)=O)C(C)=CC=C1,312.1360,668,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,,,
708,0.8792,0.0012,546.4882,546.4870,DYJIJIUSBPCLMI,Aminobacteriohopanetriol,C[C@H](CC[C@H]([C@H]([C@H](CN)O)O)O)[C@H]1CC[C@]2([C@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C,689.9510,1262,,,,,,Hopane and Moretane triterpenoids,Triterpenoids,Terpenoids
709,0.4649,27.0223,258.1235,285.1458,SCTLSVQJTFHTHP,878063-20-8,Cn1ncc2c(Nc3ccccc3)nc(NCCO)nc21,232.8400,295,,,,,,,,Alkaloids
710,0.4677,160.0242,485.1888,325.1646,IRXDUBNENLKYTC,15 Acetoxyscirpenol,CC1=CC2C(CC1)(C3(C(C(C(C34CO4)O2)O)O)C)COC(=O)C,308.2310,654,,,,,,Trichothecane sesquiterpenoids,Sesquiterpenoids,Terpenoids
711,0.5869,0.0001,206.0811,206.0812,COCNDHOPIHDTHK,5-Methoxyindole-3-acetic acid,COc1cc2c(cc1)[nH]cc2CC(=O)O,169.1040,157,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indole-3-acetic acid derivatives,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
712,0.7484,477.2898,778.3402,1255.6300,RJURFGZVJUQBHK,Actinomycin D,[H][C@@]12CCCN1C(=O)[C@]([H])(NC(=O)[C@@]([H])(NC(=O)C1=CC=C(C)C3=C1N=C1C(O3)=C(C)C(=O)C(N)=C1C(=O)N[C@]1([H])C(=O)N[C@]([H])(C(C)C)C(=O)N3CCC[C@@]3([H])C(=O)N(C)CC(=O)N(C)[C@@]([H])(C(C)C)C(=O)O[C@]1([H])C)[C@@]([H])(C)OC(=O)[C@]([H])(C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,545.8150,1145,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
713,0.4912,210.1081,371.1349,581.2430,BSVJWNAVNNNGFO,"4-[[[(2S)-2-[[(2S)-2-(2,4-dioxo-1H-quinazolin-3-yl)-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoyl]amino]methyl]cyclohexane-1-carboxylic acid""",CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)NCC4CCC(CC4)C(=O)O,275.8690,505,,,,,,Tripeptides,Small peptides,Amino acids and Peptides
714,0.4369,18.9739,447.2296,428.2557,KJKXNDKLSWAYAV,"6-(4-benzylpiperazin-1-yl)-N-(3,4-dimethylphenyl)-1-methyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Cc1c(C)cc(Nc2c3cnn(C)c3nc(N3CCN(Cc4ccccc4)CC3)n2)cc1,338.0630,779,,,,,,,,Alkaloids
715,0.4677,77.9926,614.3296,536.3370,JETMSKKNSNPVER,LDOPA-DCA,C[C@H](CCC(N[C@H](C(O)=O)CC1=CC=C(O)C(O)=C1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]32C,330.3040,748,,,,,,Cholane steroids,Steroids,Terpenoids
716,0.7781,0.0001,202.2166,202.2165,ZRKZFNZPJKEWPC,DDAO,N(C)(CCCCCCCCCC)(C)=O,235.9940,314,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Aminoxides,Long-chain alkyl amine oxides,Hydrocarbons,Fatty acyls,Fatty acids
717,0.4569,17.9878,281.1262,299.1140,DJTACERQBDYDTP,"""6-amino-4-(4-hydroxy-3-methoxyphenyl)-3-methyl-4H-pyrano[2,3-c]pyrazole-5-carb onitrile CollisionEnergy:102040""",COc1cc(C2C(C#N)=C(N)Oc3n[nH]c(C)c32)ccc1O,359.2350,858,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,,,
719,0.6649,77.0338,279.1338,202.1000,RUIRYCQUTHWLMZ,Makaluvamine A,NC(C1=O)=CC2=[NH+]CCC3=CN(C)C1=C23,226.3080,278,,,,,,,,
720,0.4677,74.0369,269.1494,343.1863,WOPYGCANEAIOEM,"4,5-dihydroxy-4,5,6-trimethyl-2,8-dioxa-13-azatricyclo[8.5.1.0¹³,¹⁶]hexadec-10-ene-3,7-dione",CC1C(=O)OCC2=CCN3CCC(OC(=O)C(C)(O)C1(C)O)C23,261.5620,436,Organic compounds,Organoheterocyclic compounds,Pyrrolizines,,Pyrrolizines,Pyrrolizidine alkaloids,Ornithine alkaloids,Alkaloids
721,0.8659,0.0044,598.2176,598.2220,BNZPDENCVXRJMM,,Clc1cccc(c1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)NCCCN7CCOCC7,378.2220,919,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
722,0.7951,0.0025,303.1314,303.1339,HWLCTPIUUFQVEK,PRI_303.1340_15.8,COC1=CC2=CC=CN=C2C(=C1)N(C=O)C(C)CCC(O)=O,215.7820,248,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,,Quinolines and derivatives,,,Alkaloids
723,0.6649,15.8081,609.3619,625.1700,QHLKSZBFIJJREC,Isorhamnetin 3-O-neohesperoside,O=C1C(OC2OC(CO)C(O)C(O)C2OC3OC(C)C(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=C(OC)C5,715.3890,1288,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
724,0.3529,142.0998,186.1122,328.2120,OPODIBFYVSSTBV,aminoadipic acid-C11:1,O=C(NC(C(O)=O)CCCC(O)=O)CCCCCCCCC=C,240.3500,315,,,,,,N-acyl amines,Fatty amides,Fatty acids
725,0.8641,0.0044,652.3144,652.3100,PHASMOUKYDUAOZ,3-Deoxyaconitine,O=C(OC1C2C3CC1(O)C(OC)C(O)C2(OC(=O)C)C4C(OC)C5C6(COC)CN(CC)C4C35C(OC)CC6)C=7C=CC=CC7,491.2450,1081,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,Terpenoid alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
726,0.7484,314.6733,940.9667,1255.6400,RJURFGZVJUQBHK,actinomycin D CollisionEnergy:205060,Cc1c2oc3c(C)ccc(C(O)=NC4C(O)=NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(O)=NC2C(O)=NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,442.9610,1017,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
727,0.4677,240.1019,413.2181,653.3200,FUZMQNZACIFDBL,Hernandezine,O1C2=CC=C(C=C2)CC3C4=CC(OC=5C(OC)=C(OC)C(OC)=C6C5C(N(C)CC6)CC7=CC=C(OC)C1=C7)=C(OC)C=C4CCN3C,214.0210,243,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Isoquinoline alkaloids; Tetrahydroisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
728,0.4677,46.0422,288.0978,334.1400,OSDYZSDCSJYUFO,"11-Hydroxy-11-isopropyl-4-methoxy-8-methyl-10,11-dihydro-6H-oxepino[2,3-d]pyrazino[1,2-a]pyrimidine-6,9(8H)-dione",COC\1=C\C2=C(O\C=C1)\N=C3/N(C(C)C(=O)NC3(O)C(C)C)C2=O,272.6630,468,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones,Other indole diketopiperazine alkaloids,Peptide alkaloids,Alkaloids; Amino acids and Peptides
729,0.4677,348.0934,813.3543,465.2609,DMXBTASQAORIBV,"N2-[2-(1H-INDOL-3-YL)ETHYL]-5,6-DIMETHYL-N6-(3-METHYLBUTYL)-4-OXO-4H,5H,6H,7H-PYRAZOLO[1,5-A]PYRAZINE-2,6-DICARBOXAMIDE",CC(C)CCNC(=O)C1(C)Cn2nc(C(=O)NCCc3c[nH]c4ccccc34)cc2C(=O)N1C,429.9110,1001,,,,,,,Tryptophan alkaloids,Alkaloids
730,0.3666,57.0207,219.0772,276.0979,DOCCRJVKOCRZSY,NCGC00385407-01,CC(NC(=O)CC(=O)O)c1nc(=O)c2ccccc2[nH]1,211.7810,239,,,,,,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
731,0.3530,202.3168,182.0302,384.3470,SIPMISGYHBUSIB,Val-C18:0,CCCCCCCCCCCCCCCCCC(NC(C(O)=O)C(C)C)=O,84.9560,88,,,,,,N-acyl amines,Fatty amides,Fatty acids
732,0.7766,0.0043,451.1743,451.1700,UFUVJROSOIXJGR,Praeruptorin C,O=C1OC2=C(C=C1)C=CC=3OC(C)(C)C(OC(=O)C(=CC)C)C(OC(=O)CC(C)C)C32,442.5270,1022,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Pyranocoumarins,Angular pyranocoumarins,Pyranocoumarins,Coumarins,Shikimates and Phenylpropanoids
733,0.6268,976.3921,673.4179,1649.8100,OGWKCGZFUXNPDA,Vincristine,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,830.9150,1338,,,,,,Aspidosperma type; Aspidosperma-Iboga hybrid type (Vinca alkaloids),Tryptophan alkaloids,Alkaloids
734,0.6611,42.0452,933.4707,975.5159,BNMGUJRJUUDLHW,Madecassoside,C[C@@H]1CC[C@@]2(CC[C@@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@@]34C)[C@@H]2[C@H]1C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,524.1200,1126,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Ursane and Taraxastane triterpenoids,Triterpenoids,Terpenoids
735,0.4369,626.2657,343.2743,969.5400,PWAOOJDMFUQOKB,Ginsenoside Re,OCC1OC(OC2CC3(C)C(CC(O)C4C(CCC43C)C(OC5OC(CO)C(O)C(O)C5O)(C)CCC=C(C)C)C6(C)CCC(O)C(C)(C)C26)C(OC7OC(C)C(O)C(O)C7O)C(O)C1O,725.8420,1303,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Dammarane and Protostane triterpenoids,Triterpenoids,Terpenoids
736,0.7788,0.0008,161.0708,161.0700,FIEYHAAMDAPVCH,2-methylquinazolin-4-ol,OC=1N=C(N=C2C=CC=CC12)C,213.4440,244,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
737,0.6649,70.0482,496.0992,426.0510,NYIHORJUBZLXER,"""methylethyl 2-amino-4-(2,3-dichlorophenyl)-6-(hydroxymethyl)-8-oxo-4H-pyrano[3 ,2-b]pyran-3-carboxylate CollisionEnergy:205060""",CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1cccc(Cl)c1Cl,33.5460,61,,,,,,,,
738,0.5251,112.0146,319.1934,431.2080,QFKOZHNKLSMVDN,,C[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)NCc5ccc(C)cc5,228.9930,288,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
739,0.8217,17.0035,566.2515,583.2550,VIKRIYAAOWJXCT,,CO[C@@H]1[C@@]2(O)N(C(=O)\C3=C\C4=C([NH]C5=C4C=CC=C5)C(C)(C)\C=C/N3C2=O)[C@]67[C@H](CO)C(C)(C)N6C8=CC=CC=C8[C@]17O,259.4890,420,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Pyrroloindoles,Pyrroloindoles,"Indole diketopiperazine alkaloids (L-Trp, L-Trp)",Peptide alkaloids,Alkaloids; Amino acids and Peptides
740,0.6611,104.0110,361.1660,465.1770,PDUNPLZHIQQDAD,"methyl 3-(3,4-dihydroxy-2,2-dimethyl-1-oxo-3aH-imidazo[1,2-a]indol-4-yl)-2-(4-oxoquinazolin-3-yl)propanoate",COC(=O)C(CC1(O)C2N(O)C(C)(C)C(=O)N2C3=CC=CC=C13)N4C=NC5=C(C=CC=C5)C4=O,286.4520,548,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid esters,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
741,0.6649,25.0579,437.1811,462.2390,RWPUAUNPEMCSNR,notoamide F,CC1(C=CC2=C(O1)C=CC3=C2NC4=C3[C@@H]([C@]56[C@H](C4(C)C)C[C@@]7(CCCN7C5=O)C(=O)N6)OC)C,304.9110,643,,,,,,"Indole diketopiperazine alkaloids (L-Trp, L-Pro)",Peptide alkaloids,Alkaloids; Amino acids and Peptides
742,0.4786,22.0443,293.1497,315.1940,NXCRMGUYKIJISM,"8,16-dihydroxyserrulat-14-en-19-oic acid",OC1=CC(C(O)=O)=CC2=C1[C@H](C)CC[C@@]2([H])[C@@](CC/C=C(CO)\C)([H])C,200.4080,213,,,,,,Serrulatane and Biflorane diterpenoids,Diterpenoids,Terpenoids
743,0.6611,214.0540,340.2000,554.2540,RDNRFMJRXXIZHQ,"""2-phenylethyl 4-(3-ethoxy-4-hydroxyphenyl)-7-(4-methoxyphenyl)-2-methyl-5-oxo- 1,4,6,7,8-pentahydroquinoline-3-carboxylate CollisionEnergy:102040""",CCOc1cc(C2C(C(=O)OCCc3ccccc3)=C(C)NC3=C2C(=O)CC(c2ccc(OC)cc2)C3)ccc1O,332.2640,761,,,,,,,,
744,0.3664,170.1253,309.0167,479.1420,XJFDJPYPGIYKFI,"""2-(4,5-dimethoxy-9,14,15-trioxo-8,16-diazahexacyclo[11.5.2.1<1,8>.0<2,7>.0<12, 21>.0<16,19>]henicosa-2,4,6-trien-11-yloxy)acetic acid CollisionEnergy:102040""",COc1cc2c(cc1OC)C13CCN4C(=O)C(=O)C(CC41)C1C(OCC(=O)O)CC(=O)N2C13,160.6330,147,,,,,,Aspidosperma type,Tryptophan alkaloids,Alkaloids
745,0.6626,0.0009,358.1191,358.1200,RBEYCLVLKQIJNC,3-acetyl-1-[2-(4-chloro-2-methylphenoxy)ethyl]-5-hydroxy-2-methylindole CollisionEnergy:102040,CC(=O)c1c(C)n(CCOc2ccc(Cl)cc2C)c2ccc(O)cc12,304.5410,638,,,,,,,,
746,0.7513,0.0001,363.1817,363.1816,ALJIEVIJBAJISI,IQ 1,CC(=O)c1ccc(N/N=C(/C(N)=O)C2=NC(C)(C)Cc3ccccc23)cc1,414.6910,983,,,,,,,,
747,0.3626,67.0034,216.0631,149.0597,WBYWAXJHAXSJNI,cis-Cinnamic acid,OC(=O)C=CC1=CC=CC=C1,295.9750,595,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acids,Cinnamic acids,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
748,0.6268,351.8664,563.3246,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,717.7180,1291,,,,,,Fatty acyl CoAs,Fatty esters,Fatty acids
749,0.5251,88.0788,218.1022,306.1810,VKDBKPFDLHNSMR,p(MeOx1-CH3CH2OH-co-PheOx1-co-MeOx1-CH3) H+,O=C(C)N(C)CC[NH+](CCNC(C)=O)C(C1=CC=CC=C1)=O,188.1540,193,,,,,,,,
750,0.5391,57.9124,441.1787,499.0911,SUFXXEIVBZJOAP,(S)-GNE-140,O=C1N[C@@](c2ccc(N3CCOCC3)cc2)(c2cscc2)CC(O)=C1Sc1ccccc1Cl,521.3960,1121,Organic compounds,Organoheterocyclic compounds,Oxazinanes,Morpholines,Phenylmorpholines,,,
751,0.4677,5.0151,290.1137,295.1288,IAOZJIPTCAWIRG,Aspartame,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,234.0590,308,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,Small peptides,Amino acids and Peptides
752,0.6649,562.1638,1553.6538,991.4900,YFGQJKBUXPKSAW,"(2R,4S)-6-(((2R,4S)-4-hydroxy-6-(((2R,4S,6R)-4-hydroxy-6-(((10S,13R)-14-hydroxy-10,13-dimethyl-17-(5-oxo-2,5-dihydrofuran-3-yl)hexadecahydro-1H-cyclopenta[a]phenanthren-3-yl)oxy)-2-methyltetrahydro-2H-pyran-3-yl)oxy)-2-methyltetrahydro-2H-pyran-3-yl)o...",O=C1OCC(=C1)C2CCC3(O)C4CCC5CC(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(OC9OC(CO)C(O)C(O)C9O)C(OC(=O)C)C8)C(O)C7)C(O)C6)CCC5(C)C4CCC23C,551.4450,1158,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones,Cardenolide glycosides and derivatives,Cardenolides,Steroids,Terpenoids
753,0.6611,17.0628,210.0915,227.1543,GDCVFNAQLOMGMS,NPE_227.1543_9.6,CNCCC(C1=CC=CC=C1)C1=NC=CC=C1,309.4800,662,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
